sequence_id,source_video_id,subject_id,label,class,split
P000S00G10B10H50UC022000LC021000A042R0_08251609_f00129_f00218,P000S00G10B10H50UC022000LC021000A042R0_08251609,P000,2,punch_with_fists,validation
P000S04G10B00H10UC021000LC021000A042R0_09301543_f00000_f00089,P000S04G10B00H10UC021000LC021000A042R0_09301543,P000,2,punch_with_fists,validation
P000S04G10B00H10UC021000LC021000A042R0_09301543_f00030_f00119,P000S04G10B00H10UC021000LC021000A042R0_09301543,P000,2,punch_with_fists,validation
P000S04G10B00H10UC021000LC021000A042R0_09301543_f00060_f00149,P000S04G10B00H10UC021000LC021000A042R0_09301543,P000,2,punch_with_fists,validation
P000S04G10B00H10UC021000LC021000A042R0_09301543_f00090_f00179,P000S04G10B00H10UC021000LC021000A042R0_09301543,P000,2,punch_with_fists,validation
P000S04G10B00H10UC021000LC021000A042R0_09301543_f00120_f00209,P000S04G10B00H10UC021000LC021000A042R0_09301543,P000,2,punch_with_fists,validation
P000S04G10B00H10UC021000LC021000A042R0_09301543_f00150_f00239,P000S04G10B00H10UC021000LC021000A042R0_09301543,P000,2,punch_with_fists,validation
P000S04G10B00H10UC021000LC021000A042R0_09301543_f00173_f00262,P000S04G10B00H10UC021000LC021000A042R0_09301543,P000,2,punch_with_fists,validation
P001S03G20B00H00UC112000LC031000A042R0_09051220_f00000_f00089,P001S03G20B00H00UC112000LC031000A042R0_09051220,P001,2,punch_with_fists,train
P001S03G20B00H00UC112000LC031000A042R0_09051220_f00150_f00239,P001S03G20B00H00UC112000LC031000A042R0_09051220,P001,2,punch_with_fists,train
P001S03G20B00H00UC112000LC031000A042R0_09051220_f00180_f00269,P001S03G20B00H00UC112000LC031000A042R0_09051220,P001,2,punch_with_fists,train
P001S03G20B00H00UC112000LC031000A042R0_09051220_f00196_f00285,P001S03G20B00H00UC112000LC031000A042R0_09051220,P001,2,punch_with_fists,train
P002S00G10B50H30UC062000LC092000A042R0_08250945_f00000_f00089,P002S00G10B50H30UC062000LC092000A042R0_08250945,P002,2,punch_with_fists,train
P002S00G10B50H30UC062000LC092000A042R0_08250945_f00030_f00119,P002S00G10B50H30UC062000LC092000A042R0_08250945,P002,2,punch_with_fists,train
P002S00G10B50H30UC062000LC092000A042R0_08250945_f00060_f00149,P002S00G10B50H30UC062000LC092000A042R0_08250945,P002,2,punch_with_fists,train
P002S00G10B50H30UC062000LC092000A042R0_08250945_f00090_f00179,P002S00G10B50H30UC062000LC092000A042R0_08250945,P002,2,punch_with_fists,train
P002S00G10B50H30UC062000LC092000A042R0_08250945_f00120_f00209,P002S00G10B50H30UC062000LC092000A042R0_08250945,P002,2,punch_with_fists,train
P002S00G10B50H30UC062000LC092000A042R0_08250945_f00150_f00239,P002S00G10B50H30UC062000LC092000A042R0_08250945,P002,2,punch_with_fists,train
P002S00G10B50H30UC062000LC092000A042R0_08250945_f00180_f00269,P002S00G10B50H30UC062000LC092000A042R0_08250945,P002,2,punch_with_fists,train
P002S00G10B50H30UC062000LC092000A042R0_08250945_f00209_f00298,P002S00G10B50H30UC062000LC092000A042R0_08250945,P002,2,punch_with_fists,train
P002S02G11B00H00UC062001LC032001A042R0_08310854_f00000_f00089,P002S02G11B00H00UC062001LC032001A042R0_08310854,P002,2,punch_with_fists,train
P002S02G11B00H00UC062001LC032001A042R0_08310854_f00030_f00119,P002S02G11B00H00UC062001LC032001A042R0_08310854,P002,2,punch_with_fists,train
P002S02G11B00H00UC062001LC032001A042R0_08310854_f00043_f00132,P002S02G11B00H00UC062001LC032001A042R0_08310854,P002,2,punch_with_fists,train
P002S04G10B00H10UC062000LC092000A042R0_09071427_f00000_f00089,P002S04G10B00H10UC062000LC092000A042R0_09071427,P002,2,punch_with_fists,train
P002S04G10B00H10UC062000LC092000A042R0_09071427_f00030_f00119,P002S04G10B00H10UC062000LC092000A042R0_09071427,P002,2,punch_with_fists,train
P002S04G10B00H10UC062000LC092000A042R0_09071427_f00060_f00149,P002S04G10B00H10UC062000LC092000A042R0_09071427,P002,2,punch_with_fists,train
P002S04G10B00H10UC062000LC092000A042R0_09071427_f00090_f00179,P002S04G10B00H10UC062000LC092000A042R0_09071427,P002,2,punch_with_fists,train
P002S04G10B00H10UC062000LC092000A042R0_09071427_f00120_f00209,P002S04G10B00H10UC062000LC092000A042R0_09071427,P002,2,punch_with_fists,train
P002S04G10B00H10UC062000LC092000A042R0_09071427_f00150_f00239,P002S04G10B00H10UC062000LC092000A042R0_09071427,P002,2,punch_with_fists,train
P002S04G10B00H10UC062000LC092000A042R0_09071427_f00180_f00269,P002S04G10B00H10UC062000LC092000A042R0_09071427,P002,2,punch_with_fists,train
P002S04G10B00H10UC062000LC092000A042R0_09071427_f00210_f00299,P002S04G10B00H10UC062000LC092000A042R0_09071427,P002,2,punch_with_fists,train
P002S04G10B00H10UC062000LC092000A042R0_09071427_f00235_f00324,P002S04G10B00H10UC062000LC092000A042R0_09071427,P002,2,punch_with_fists,train
P003S00G10B50H30UC012000LC021000A042R0_08251032_f00000_f00089,P003S00G10B50H30UC012000LC021000A042R0_08251032,P003,2,punch_with_fists,train
P003S00G10B50H30UC012000LC021000A042R0_08251032_f00030_f00119,P003S00G10B50H30UC012000LC021000A042R0_08251032,P003,2,punch_with_fists,train
P003S00G10B50H30UC012000LC021000A042R0_08251032_f00060_f00149,P003S00G10B50H30UC012000LC021000A042R0_08251032,P003,2,punch_with_fists,train
P003S00G10B50H30UC012000LC021000A042R0_08251032_f00090_f00179,P003S00G10B50H30UC012000LC021000A042R0_08251032,P003,2,punch_with_fists,train
P003S00G10B50H30UC012000LC021000A042R0_08251032_f00120_f00209,P003S00G10B50H30UC012000LC021000A042R0_08251032,P003,2,punch_with_fists,train
P003S00G10B50H30UC012000LC021000A042R0_08251032_f00150_f00239,P003S00G10B50H30UC012000LC021000A042R0_08251032,P003,2,punch_with_fists,train
P003S00G10B50H30UC012000LC021000A042R0_08251032_f00180_f00269,P003S00G10B50H30UC012000LC021000A042R0_08251032,P003,2,punch_with_fists,train
P003S00G10B50H30UC012000LC021000A042R0_08251032_f00210_f00299,P003S00G10B50H30UC012000LC021000A042R0_08251032,P003,2,punch_with_fists,train
P003S00G10B50H30UC012000LC021000A042R0_08251032_f00240_f00329,P003S00G10B50H30UC012000LC021000A042R0_08251032,P003,2,punch_with_fists,train
P003S00G10B50H30UC012000LC021000A042R0_08251032_f00245_f00334,P003S00G10B50H30UC012000LC021000A042R0_08251032,P003,2,punch_with_fists,train
P004S00G10B50H40UC092000LC022000A042R0_08251032_f00000_f00089,P004S00G10B50H40UC092000LC022000A042R0_08251032,P004,2,punch_with_fists,validation
P004S00G10B50H40UC092000LC022000A042R0_08251032_f00030_f00119,P004S00G10B50H40UC092000LC022000A042R0_08251032,P004,2,punch_with_fists,validation
P004S00G10B50H40UC092000LC022000A042R0_08251032_f00060_f00149,P004S00G10B50H40UC092000LC022000A042R0_08251032,P004,2,punch_with_fists,validation
P004S00G10B50H40UC092000LC022000A042R0_08251032_f00090_f00179,P004S00G10B50H40UC092000LC022000A042R0_08251032,P004,2,punch_with_fists,validation
P004S00G10B50H40UC092000LC022000A042R0_08251032_f00120_f00209,P004S00G10B50H40UC092000LC022000A042R0_08251032,P004,2,punch_with_fists,validation
P004S00G10B50H40UC092000LC022000A042R0_08251032_f00149_f00238,P004S00G10B50H40UC092000LC022000A042R0_08251032,P004,2,punch_with_fists,validation
P005S00G10B30H20UC022000LC022000A042R0_08260856_f00000_f00089,P005S00G10B30H20UC022000LC022000A042R0_08260856,P005,2,punch_with_fists,train
P005S00G10B30H20UC022000LC022000A042R0_08260856_f00030_f00119,P005S00G10B30H20UC022000LC022000A042R0_08260856,P005,2,punch_with_fists,train
P005S00G10B30H20UC022000LC022000A042R0_08260856_f00060_f00149,P005S00G10B30H20UC022000LC022000A042R0_08260856,P005,2,punch_with_fists,train
P005S00G10B30H20UC022000LC022000A042R0_08260856_f00090_f00179,P005S00G10B30H20UC022000LC022000A042R0_08260856,P005,2,punch_with_fists,train
P005S00G10B30H20UC022000LC022000A042R0_08260856_f00115_f00204,P005S00G10B30H20UC022000LC022000A042R0_08260856,P005,2,punch_with_fists,train
P005S00G10B50H20UC022000LC022000A042R0_08251156_f00000_f00089,P005S00G10B50H20UC022000LC022000A042R0_08251156,P005,2,punch_with_fists,train
P005S00G10B50H20UC022000LC022000A042R0_08251156_f00030_f00119,P005S00G10B50H20UC022000LC022000A042R0_08251156,P005,2,punch_with_fists,train
P005S00G10B50H20UC022000LC022000A042R0_08251156_f00060_f00149,P005S00G10B50H20UC022000LC022000A042R0_08251156,P005,2,punch_with_fists,train
P005S00G10B50H20UC022000LC022000A042R0_08251156_f00090_f00179,P005S00G10B50H20UC022000LC022000A042R0_08251156,P005,2,punch_with_fists,train
P005S00G10B50H20UC022000LC022000A042R0_08251156_f00120_f00209,P005S00G10B50H20UC022000LC022000A042R0_08251156,P005,2,punch_with_fists,train
P005S00G10B50H20UC022000LC022000A042R0_08251156_f00150_f00239,P005S00G10B50H20UC022000LC022000A042R0_08251156,P005,2,punch_with_fists,train
P005S00G10B50H20UC022000LC022000A042R0_08251156_f00172_f00261,P005S00G10B50H20UC022000LC022000A042R0_08251156,P005,2,punch_with_fists,train
P006S00G10B10H10UC072000LC022000A042R0_08251156_f00000_f00089,P006S00G10B10H10UC072000LC022000A042R0_08251156,P006,2,punch_with_fists,train
P006S00G10B10H10UC072000LC022000A042R0_08251156_f00030_f00119,P006S00G10B10H10UC072000LC022000A042R0_08251156,P006,2,punch_with_fists,train
P006S00G10B10H10UC072000LC022000A042R0_08251156_f00060_f00149,P006S00G10B10H10UC072000LC022000A042R0_08251156,P006,2,punch_with_fists,train
P006S00G10B10H10UC072000LC022000A042R0_08251156_f00090_f00179,P006S00G10B10H10UC072000LC022000A042R0_08251156,P006,2,punch_with_fists,train
P006S00G10B10H10UC072000LC022000A042R0_08251156_f00120_f00209,P006S00G10B10H10UC072000LC022000A042R0_08251156,P006,2,punch_with_fists,train
P006S00G10B10H10UC072000LC022000A042R0_08251156_f00136_f00225,P006S00G10B10H10UC072000LC022000A042R0_08251156,P006,2,punch_with_fists,train
P006S04G11B30H20UC072001LC022001A042R0_08311746_f00000_f00089,P006S04G11B30H20UC072001LC022001A042R0_08311746,P006,2,punch_with_fists,train
P006S04G11B30H20UC072001LC022001A042R0_08311746_f00030_f00119,P006S04G11B30H20UC072001LC022001A042R0_08311746,P006,2,punch_with_fists,train
P006S04G11B30H20UC072001LC022001A042R0_08311746_f00120_f00209,P006S04G11B30H20UC072001LC022001A042R0_08311746,P006,2,punch_with_fists,train
P007S00G10B40H50UC022000LC052000A042R0_08251156_f00000_f00089,P007S00G10B40H50UC022000LC052000A042R0_08251156,P007,2,punch_with_fists,train
P007S00G10B40H50UC022000LC052000A042R0_08251156_f00030_f00119,P007S00G10B40H50UC022000LC052000A042R0_08251156,P007,2,punch_with_fists,train
P007S00G10B40H50UC022000LC052000A042R0_08251156_f00060_f00149,P007S00G10B40H50UC022000LC052000A042R0_08251156,P007,2,punch_with_fists,train
P007S00G10B40H50UC022000LC052000A042R0_08251156_f00090_f00179,P007S00G10B40H50UC022000LC052000A042R0_08251156,P007,2,punch_with_fists,train
P007S00G10B40H50UC022000LC052000A042R0_08251156_f00120_f00209,P007S00G10B40H50UC022000LC052000A042R0_08251156,P007,2,punch_with_fists,train
P007S00G10B40H50UC022000LC052000A042R0_08251156_f00150_f00239,P007S00G10B40H50UC022000LC052000A042R0_08251156,P007,2,punch_with_fists,train
P007S00G10B40H50UC022000LC052000A042R0_08251156_f00180_f00269,P007S00G10B40H50UC022000LC052000A042R0_08251156,P007,2,punch_with_fists,train
P007S00G10B40H50UC022000LC052000A042R0_08251156_f00182_f00271,P007S00G10B40H50UC022000LC052000A042R0_08251156,P007,2,punch_with_fists,train
P007S02G10B00H00UC022000LC022000A042R0_09011655_f00000_f00089,P007S02G10B00H00UC022000LC022000A042R0_09011655,P007,2,punch_with_fists,train
P007S02G10B00H00UC022000LC022000A042R0_09011655_f00030_f00119,P007S02G10B00H00UC022000LC022000A042R0_09011655,P007,2,punch_with_fists,train
P007S02G10B00H00UC022000LC022000A042R0_09011655_f00060_f00149,P007S02G10B00H00UC022000LC022000A042R0_09011655,P007,2,punch_with_fists,train
P007S02G10B00H00UC022000LC022000A042R0_09011655_f00090_f00179,P007S02G10B00H00UC022000LC022000A042R0_09011655,P007,2,punch_with_fists,train
P007S02G10B00H00UC022000LC022000A042R0_09011655_f00120_f00209,P007S02G10B00H00UC022000LC022000A042R0_09011655,P007,2,punch_with_fists,train
P007S02G10B00H00UC022000LC022000A042R0_09011655_f00150_f00239,P007S02G10B00H00UC022000LC022000A042R0_09011655,P007,2,punch_with_fists,train
P007S02G10B00H00UC022000LC022000A042R0_09011655_f00180_f00269,P007S02G10B00H00UC022000LC022000A042R0_09011655,P007,2,punch_with_fists,train
P008S00G20B50H40UC041000LC031000A042R0_08251156_f00000_f00089,P008S00G20B50H40UC041000LC031000A042R0_08251156,P008,2,punch_with_fists,train
P008S00G20B50H40UC041000LC031000A042R0_08251156_f00150_f00239,P008S00G20B50H40UC041000LC031000A042R0_08251156,P008,2,punch_with_fists,train
P009S00G10B10H10UC032000LC032000A042R0_08251425_f00000_f00089,P009S00G10B10H10UC032000LC032000A042R0_08251425,P009,2,punch_with_fists,train
P009S00G10B10H10UC032000LC032000A042R0_08251425_f00030_f00119,P009S00G10B10H10UC032000LC032000A042R0_08251425,P009,2,punch_with_fists,train
P009S00G10B10H10UC032000LC032000A042R0_08251425_f00060_f00149,P009S00G10B10H10UC032000LC032000A042R0_08251425,P009,2,punch_with_fists,train
P009S00G10B10H10UC032000LC032000A042R0_08251425_f00090_f00179,P009S00G10B10H10UC032000LC032000A042R0_08251425,P009,2,punch_with_fists,train
P009S00G10B10H10UC032000LC032000A042R0_08251425_f00120_f00209,P009S00G10B10H10UC032000LC032000A042R0_08251425,P009,2,punch_with_fists,train
P009S00G10B10H10UC032000LC032000A042R0_08251425_f00150_f00239,P009S00G10B10H10UC032000LC032000A042R0_08251425,P009,2,punch_with_fists,train
P009S00G10B10H10UC032000LC032000A042R0_08251425_f00180_f00269,P009S00G10B10H10UC032000LC032000A042R0_08251425,P009,2,punch_with_fists,train
P009S00G10B10H10UC032000LC032000A042R0_08251425_f00199_f00288,P009S00G10B10H10UC032000LC032000A042R0_08251425,P009,2,punch_with_fists,train
P009S02G10B00H00UC042000LC062000A042R0_09011558_f00000_f00089,P009S02G10B00H00UC042000LC062000A042R0_09011558,P009,2,punch_with_fists,train
P009S02G10B00H00UC042000LC062000A042R0_09011558_f00030_f00119,P009S02G10B00H00UC042000LC062000A042R0_09011558,P009,2,punch_with_fists,train
P009S02G10B00H00UC042000LC062000A042R0_09011558_f00060_f00149,P009S02G10B00H00UC042000LC062000A042R0_09011558,P009,2,punch_with_fists,train
P009S02G10B00H00UC042000LC062000A042R0_09011558_f00090_f00179,P009S02G10B00H00UC042000LC062000A042R0_09011558,P009,2,punch_with_fists,train
P009S04G10B00H10UC011000LC032000A042R0_09271533_f00000_f00089,P009S04G10B00H10UC011000LC032000A042R0_09271533,P009,2,punch_with_fists,train
P009S04G10B00H10UC011000LC032000A042R0_09271533_f00030_f00119,P009S04G10B00H10UC011000LC032000A042R0_09271533,P009,2,punch_with_fists,train
P009S04G10B00H10UC011000LC032000A042R0_09271533_f00060_f00149,P009S04G10B00H10UC011000LC032000A042R0_09271533,P009,2,punch_with_fists,train
P009S04G10B00H10UC011000LC032000A042R0_09271533_f00090_f00179,P009S04G10B00H10UC011000LC032000A042R0_09271533,P009,2,punch_with_fists,train
P009S04G10B00H10UC011000LC032000A042R0_09271533_f00120_f00209,P009S04G10B00H10UC011000LC032000A042R0_09271533,P009,2,punch_with_fists,train
P009S04G10B00H10UC011000LC032000A042R0_09271533_f00150_f00239,P009S04G10B00H10UC011000LC032000A042R0_09271533,P009,2,punch_with_fists,train
P009S04G10B00H10UC011000LC032000A042R0_09271533_f00179_f00268,P009S04G10B00H10UC011000LC032000A042R0_09271533,P009,2,punch_with_fists,train
P010S00G10B40H30UC072000LC061000A042R0_08251425_f00000_f00089,P010S00G10B40H30UC072000LC061000A042R0_08251425,P010,2,punch_with_fists,validation
P010S00G10B40H30UC072000LC061000A042R0_08251425_f00030_f00119,P010S00G10B40H30UC072000LC061000A042R0_08251425,P010,2,punch_with_fists,validation
P010S00G10B40H30UC072000LC061000A042R0_08251425_f00060_f00149,P010S00G10B40H30UC072000LC061000A042R0_08251425,P010,2,punch_with_fists,validation
P010S00G10B40H30UC072000LC061000A042R0_08251425_f00090_f00179,P010S00G10B40H30UC072000LC061000A042R0_08251425,P010,2,punch_with_fists,validation
P010S00G10B40H30UC072000LC061000A042R0_08251425_f00120_f00209,P010S00G10B40H30UC072000LC061000A042R0_08251425,P010,2,punch_with_fists,validation
P010S00G10B40H30UC072000LC061000A042R0_08251425_f00150_f00239,P010S00G10B40H30UC072000LC061000A042R0_08251425,P010,2,punch_with_fists,validation
P010S00G10B40H30UC072000LC061000A042R0_08251425_f00180_f00269,P010S00G10B40H30UC072000LC061000A042R0_08251425,P010,2,punch_with_fists,validation
P010S00G10B40H30UC072000LC061000A042R0_08251425_f00210_f00299,P010S00G10B40H30UC072000LC061000A042R0_08251425,P010,2,punch_with_fists,validation
P010S00G10B40H30UC072000LC061000A042R0_08251425_f00219_f00308,P010S00G10B40H30UC072000LC061000A042R0_08251425,P010,2,punch_with_fists,validation
P011S00G10B40H40UC022000LC022000A042R0_08251712_f00000_f00089,P011S00G10B40H40UC022000LC022000A042R0_08251712,P011,2,punch_with_fists,validation
P011S00G10B40H40UC022000LC022000A042R0_08251712_f00030_f00119,P011S00G10B40H40UC022000LC022000A042R0_08251712,P011,2,punch_with_fists,validation
P011S00G10B40H40UC022000LC022000A042R0_08251712_f00060_f00149,P011S00G10B40H40UC022000LC022000A042R0_08251712,P011,2,punch_with_fists,validation
P011S00G10B40H40UC022000LC022000A042R0_08251712_f00090_f00179,P011S00G10B40H40UC022000LC022000A042R0_08251712,P011,2,punch_with_fists,validation
P011S00G10B40H40UC022000LC022000A042R0_08251712_f00120_f00209,P011S00G10B40H40UC022000LC022000A042R0_08251712,P011,2,punch_with_fists,validation
P011S00G10B40H40UC022000LC022000A042R0_08251712_f00150_f00239,P011S00G10B40H40UC022000LC022000A042R0_08251712,P011,2,punch_with_fists,validation
P011S00G10B40H40UC022000LC022000A042R0_08251712_f00180_f00269,P011S00G10B40H40UC022000LC022000A042R0_08251712,P011,2,punch_with_fists,validation
P011S00G10B40H40UC022000LC022000A042R0_08251712_f00192_f00281,P011S00G10B40H40UC022000LC022000A042R0_08251712,P011,2,punch_with_fists,validation
P012S00G20B50H50UC072000LC102000A042R0_08251712_f00000_f00089,P012S00G20B50H50UC072000LC102000A042R0_08251712,P012,2,punch_with_fists,validation
P012S00G20B50H50UC072000LC102000A042R0_08251712_f00030_f00119,P012S00G20B50H50UC072000LC102000A042R0_08251712,P012,2,punch_with_fists,validation
P012S00G20B50H50UC072000LC102000A042R0_08251712_f00060_f00149,P012S00G20B50H50UC072000LC102000A042R0_08251712,P012,2,punch_with_fists,validation
P012S00G20B50H50UC072000LC102000A042R0_08251712_f00090_f00179,P012S00G20B50H50UC072000LC102000A042R0_08251712,P012,2,punch_with_fists,validation
P012S00G20B50H50UC072000LC102000A042R0_08251712_f00120_f00209,P012S00G20B50H50UC072000LC102000A042R0_08251712,P012,2,punch_with_fists,validation
P012S00G20B50H50UC072000LC102000A042R0_08251712_f00140_f00229,P012S00G20B50H50UC072000LC102000A042R0_08251712,P012,2,punch_with_fists,validation
P013S02G10B00H20UC022000LC031000A042R0_09051529_f00000_f00089,P013S02G10B00H20UC022000LC031000A042R0_09051529,P013,2,punch_with_fists,train
P013S02G10B00H20UC022000LC031000A042R0_09051529_f00030_f00119,P013S02G10B00H20UC022000LC031000A042R0_09051529,P013,2,punch_with_fists,train
P013S02G10B00H20UC022000LC031000A042R0_09051529_f00060_f00149,P013S02G10B00H20UC022000LC031000A042R0_09051529,P013,2,punch_with_fists,train
P013S02G10B00H20UC022000LC031000A042R0_09051529_f00090_f00179,P013S02G10B00H20UC022000LC031000A042R0_09051529,P013,2,punch_with_fists,train
P013S02G10B00H20UC022000LC031000A042R0_09051529_f00120_f00209,P013S02G10B00H20UC022000LC031000A042R0_09051529,P013,2,punch_with_fists,train
P013S02G10B00H20UC022000LC031000A042R0_09051529_f00150_f00239,P013S02G10B00H20UC022000LC031000A042R0_09051529,P013,2,punch_with_fists,train
P013S02G10B00H20UC022000LC031000A042R0_09051529_f00180_f00269,P013S02G10B00H20UC022000LC031000A042R0_09051529,P013,2,punch_with_fists,train
P013S02G10B00H20UC022000LC031000A042R0_09051529_f00210_f00299,P013S02G10B00H20UC022000LC031000A042R0_09051529,P013,2,punch_with_fists,train
P013S02G10B00H20UC022000LC031000A042R0_09051529_f00240_f00329,P013S02G10B00H20UC022000LC031000A042R0_09051529,P013,2,punch_with_fists,train
P013S02G10B00H20UC022000LC031000A042R0_09051529_f00251_f00340,P013S02G10B00H20UC022000LC031000A042R0_09051529,P013,2,punch_with_fists,train
P014S00G10B40H20UC072000LC022000A042R0_08261035_f00000_f00089,P014S00G10B40H20UC072000LC022000A042R0_08261035,P014,2,punch_with_fists,train
P014S00G10B40H20UC072000LC022000A042R0_08261035_f00030_f00119,P014S00G10B40H20UC072000LC022000A042R0_08261035,P014,2,punch_with_fists,train
P014S00G10B40H20UC072000LC022000A042R0_08261035_f00060_f00149,P014S00G10B40H20UC072000LC022000A042R0_08261035,P014,2,punch_with_fists,train
P014S00G10B40H20UC072000LC022000A042R0_08261035_f00090_f00179,P014S00G10B40H20UC072000LC022000A042R0_08261035,P014,2,punch_with_fists,train
P014S00G10B40H20UC072000LC022000A042R0_08261035_f00120_f00209,P014S00G10B40H20UC072000LC022000A042R0_08261035,P014,2,punch_with_fists,train
P014S00G10B40H20UC072000LC022000A042R0_08261035_f00150_f00239,P014S00G10B40H20UC072000LC022000A042R0_08261035,P014,2,punch_with_fists,train
P014S00G10B40H20UC072000LC022000A042R0_08261035_f00177_f00266,P014S00G10B40H20UC072000LC022000A042R0_08261035,P014,2,punch_with_fists,train
P018S03G10B00H20UC012000LC022000A042R0_09111438_f00000_f00089,P018S03G10B00H20UC012000LC022000A042R0_09111438,P018,2,punch_with_fists,test
P018S03G10B00H20UC012000LC022000A042R0_09111438_f00030_f00119,P018S03G10B00H20UC012000LC022000A042R0_09111438,P018,2,punch_with_fists,test
P018S03G10B00H20UC012000LC022000A042R0_09111438_f00060_f00149,P018S03G10B00H20UC012000LC022000A042R0_09111438,P018,2,punch_with_fists,test
P018S03G10B00H20UC012000LC022000A042R0_09111438_f00090_f00179,P018S03G10B00H20UC012000LC022000A042R0_09111438,P018,2,punch_with_fists,test
P018S03G10B00H20UC012000LC022000A042R0_09111438_f00095_f00184,P018S03G10B00H20UC012000LC022000A042R0_09111438,P018,2,punch_with_fists,test
P020S00G20B50H40UC022000LC041000A042R0_08261615_f00000_f00089,P020S00G20B50H40UC022000LC041000A042R0_08261615,P020,2,punch_with_fists,train
P020S00G20B50H40UC022000LC041000A042R0_08261615_f00030_f00119,P020S00G20B50H40UC022000LC041000A042R0_08261615,P020,2,punch_with_fists,train
P020S00G20B50H40UC022000LC041000A042R0_08261615_f00060_f00149,P020S00G20B50H40UC022000LC041000A042R0_08261615,P020,2,punch_with_fists,train
P020S00G20B50H40UC022000LC041000A042R0_08261615_f00090_f00179,P020S00G20B50H40UC022000LC041000A042R0_08261615,P020,2,punch_with_fists,train
P020S00G20B50H40UC022000LC041000A042R0_08261615_f00117_f00206,P020S00G20B50H40UC022000LC041000A042R0_08261615,P020,2,punch_with_fists,train
P021S00G10B50H50UC032000LC051000A042R0_08261651_f00000_f00089,P021S00G10B50H50UC032000LC051000A042R0_08261651,P021,2,punch_with_fists,train
P021S00G10B50H50UC032000LC051000A042R0_08261651_f00030_f00119,P021S00G10B50H50UC032000LC051000A042R0_08261651,P021,2,punch_with_fists,train
P021S00G10B50H50UC032000LC051000A042R0_08261651_f00060_f00149,P021S00G10B50H50UC032000LC051000A042R0_08261651,P021,2,punch_with_fists,train
P021S00G10B50H50UC032000LC051000A042R0_08261651_f00090_f00179,P021S00G10B50H50UC032000LC051000A042R0_08261651,P021,2,punch_with_fists,train
P021S00G10B50H50UC032000LC051000A042R0_08261651_f00120_f00209,P021S00G10B50H50UC032000LC051000A042R0_08261651,P021,2,punch_with_fists,train
P021S00G10B50H50UC032000LC051000A042R0_08261651_f00150_f00239,P021S00G10B50H50UC032000LC051000A042R0_08261651,P021,2,punch_with_fists,train
P021S00G10B50H50UC032000LC051000A042R0_08261651_f00180_f00269,P021S00G10B50H50UC032000LC051000A042R0_08261651,P021,2,punch_with_fists,train
P021S00G10B50H50UC032000LC051000A042R0_08261651_f00210_f00299,P021S00G10B50H50UC032000LC051000A042R0_08261651,P021,2,punch_with_fists,train
P021S00G10B50H50UC032000LC051000A042R0_08261651_f00238_f00327,P021S00G10B50H50UC032000LC051000A042R0_08261651,P021,2,punch_with_fists,train
P022S02G10B00H20UC072000LC021000A042R0_09071055_f00000_f00089,P022S02G10B00H20UC072000LC021000A042R0_09071055,P022,2,punch_with_fists,test
P022S02G10B00H20UC072000LC021000A042R0_09071055_f00030_f00119,P022S02G10B00H20UC072000LC021000A042R0_09071055,P022,2,punch_with_fists,test
P022S02G10B00H20UC072000LC021000A042R0_09071055_f00060_f00149,P022S02G10B00H20UC072000LC021000A042R0_09071055,P022,2,punch_with_fists,test
P022S02G10B00H20UC072000LC021000A042R0_09071055_f00090_f00179,P022S02G10B00H20UC072000LC021000A042R0_09071055,P022,2,punch_with_fists,test
P022S02G10B00H20UC072000LC021000A042R0_09071055_f00120_f00209,P022S02G10B00H20UC072000LC021000A042R0_09071055,P022,2,punch_with_fists,test
P022S02G10B00H20UC072000LC021000A042R0_09071055_f00150_f00239,P022S02G10B00H20UC072000LC021000A042R0_09071055,P022,2,punch_with_fists,test
P022S02G10B00H20UC072000LC021000A042R0_09071055_f00180_f00269,P022S02G10B00H20UC072000LC021000A042R0_09071055,P022,2,punch_with_fists,test
P022S02G10B00H20UC072000LC021000A042R0_09071055_f00207_f00296,P022S02G10B00H20UC072000LC021000A042R0_09071055,P022,2,punch_with_fists,test
P023S00G10B00H20UC022000LC021000A042R0_08270936_f00000_f00089,P023S00G10B00H20UC022000LC021000A042R0_08270936,P023,2,punch_with_fists,train
P023S00G10B00H20UC022000LC021000A042R0_08270936_f00030_f00119,P023S00G10B00H20UC022000LC021000A042R0_08270936,P023,2,punch_with_fists,train
P023S00G10B00H20UC022000LC021000A042R0_08270936_f00060_f00149,P023S00G10B00H20UC022000LC021000A042R0_08270936,P023,2,punch_with_fists,train
P023S00G10B00H20UC022000LC021000A042R0_08270936_f00063_f00152,P023S00G10B00H20UC022000LC021000A042R0_08270936,P023,2,punch_with_fists,train
P023S01G11B30H00UC062001LC091001A042R0_08300918_f00000_f00089,P023S01G11B30H00UC062001LC091001A042R0_08300918,P023,2,punch_with_fists,train
P023S01G11B30H00UC062001LC091001A042R0_08300918_f00030_f00119,P023S01G11B30H00UC062001LC091001A042R0_08300918,P023,2,punch_with_fists,train
P023S01G11B30H00UC062001LC091001A042R0_08300918_f00060_f00149,P023S01G11B30H00UC062001LC091001A042R0_08300918,P023,2,punch_with_fists,train
P023S01G11B30H00UC062001LC091001A042R0_08300918_f00090_f00179,P023S01G11B30H00UC062001LC091001A042R0_08300918,P023,2,punch_with_fists,train
P023S01G11B30H00UC062001LC091001A042R0_08300918_f00120_f00209,P023S01G11B30H00UC062001LC091001A042R0_08300918,P023,2,punch_with_fists,train
